check_date,month,store_serial,store_name,checklist_number,check_category,report_score,module_id,module_cn,severity,deduction_value,label,matched_clause,match_method,check_items,issue_description,anomaly
2026-02-13,2026-02,US00005,Midtown East,CK-2026-1006,Area food safety Check,88,12,门店稽核管理,G,-2,Requirements,12.2.1,text_match,Corrective action records are maintained for all identified issues is verified,Food items stored directly on floor in dry storage room,False
2026-02-14,2026-02,US00008,JFK Terminal 1,CK-2026-1012,Store food safety audit,80,2,员工健康与个人卫生,G,-2,Disposable Gloves and Blue Bandages,2.3.3,text_match,Blue bandages are available and used for any cuts or wounds is verified,Freezer temperature reading above -18C acceptable range,False
2026-02-14,2026-02,US00008,JFK Terminal 1,CK-2026-1012,Store food safety audit,80,2,员工健康与个人卫生,L,-1,Personal certificate,2.1.1,text_match,All food handlers have valid health certificates on file is verified,Personal items found in food preparation area,False
2026-02-14,2026-02,US00008,JFK Terminal 1,CK-2026-1012,Store food safety audit,80,5,清洁卫生,L,-1,Food Processing Area,5.2.2,text_match,"Operation stands, shelves, cabinets and water ",Food items stored directly on floor in dry storage room,False
2026-02-14,2026-02,US00008,JFK Terminal 1,CK-2026-1012,Store food safety audit,80,5,清洁卫生,L,-1,"Operation Stand, Shelf, Cabinet and Water Sink",5.1.2,text_match,(L) Cleaning schedule is posted and signed off daily,"Floor not clean under the sink area, standing water observed",False
2026-02-14,2026-02,US00008,JFK Terminal 1,CK-2026-1012,Store food safety audit,80,6,产品与有效期管理,L,-1,Operating Specifications,6.2.2,text_match,Food items are stored using FIFO method with proper date labels is verified,Food item past expiration date found in cold storage area,False
2026-02-14,2026-02,US00008,JFK Terminal 1,CK-2026-1012,Store food safety audit,80,7,设备设施维护,L,-1,Lights,7.1.2,text_match,Facility structures is inspected and maintained in good condition,Trash can lid broken and does not close properly,False
2026-02-14,2026-02,US00008,JFK Terminal 1,CK-2026-1012,Store food safety audit,80,9,虫害防控,S,-5,Insect Pest Control Facilities & Suppliers,9.2.1,text_match,(S) No signs of insect or rodent activity obse,Food storage containers not labeled with preparation date,False
2026-02-14,2026-02,US00008,JFK Terminal 1,CK-2026-1012,Store food safety audit,80,11,工作场所安全,O,0,Workplace Safety,11.2.1,text_match,(G) Fire extinguisher is inspected and within service date,Grease trap cleaning overdue per maintenance schedule,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,1,证照文件记录,G,-2,Licenses and certificates,1.2.1,text_match,All required government permits are posted in customer-visible area is verified,Employee health certificate expired last month,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,2,员工健康与个人卫生,G,-2,Disposable Gloves and Blue Bandages,2.2.2,text_match,Handwashing station is fully stocked with soap and paper towels,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,4,交叉污染防控,O,0,Avoidance of Falling Foreign Objects,4.2.1,text_match,(G) Materials are stored in designated locations according to specification,Food item past expiration date found in cold storage area,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,4,交叉污染防控,M,-5,Material Storage Location Specification,4.3.1,text_match,Measures are in place to avoid falling for,Gloves not worn during food preparation observed,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,5,清洁卫生,G,-2,Customer Area,5.3.2,text_match,"(G) Floors, walls and ceilings in food areas are clean and in good repair is verified",Water filter replacement is overdue by two weeks,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,5,清洁卫生,M,-5,Customer Area,5.4.2,text_match,(M) (G) Trash cans are emptied regularly and lids are in working condition,Food storage containers not labeled with preparation date,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,9,虫害防控,G,-2,No Sign of Insect Pests,9.2.2,text_match,(L) All entry points are sealed to prevent pests from entering,Food items stored directly on floor in dry storage room,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,10,饮用水与管道系统,G,-2,Water Sinks & Pipes,10.1.2,text_match,(G) Potable water supply is adequate for all operational needs,Cutting board has deep grooves and needs replacement,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,10,饮用水与管道系统,L,-1,Water Filtration Device,10.2.2,text_match,"Grease traps, residue traps and sewer lines are cleaned regularly is verified",Chemical storage bottles not properly labeled with contents,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,11,工作场所安全,L,-1,Workplace Safety,11.1.2,text_match,First aid kit is stocked and accessible,Grease trap cleaning overdue per maintenance schedule,False
2026-02-15,2026-02,US00008,JFK Terminal 1,CK-2026-1011,Store food safety audit,94,12,门店稽核管理,O,0,Requirements,12.1.1,text_match,Store audit management procedures and ch,Food items stored directly on floor in dry storage room,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,1,证照文件记录,L,-1,Licenses and certificates,1.3.1,text_match,(L) Government inspection records are maintained on file,Employee health certificate expired last month,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,2,员工健康与个人卫生,L,-1,Personal certificate,2.3.2,text_match,Disposable gloves are used during food preparati,Grease trap cleaning overdue per maintenance schedule,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,2,员工健康与个人卫生,L,-1,Personal Hygiene,2.1.2,text_match,(L) (G) Employee health screening records are up to date,Gloves not worn during food preparation observed,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,3,供应商管理,L,-1,Approved Goods,3.2.1,text_match,Incoming goods is inspected and documented upon delivery,Food items stored directly on floor in dry storage room,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,3,供应商管理,O,0,Approved Goods,3.2.1,text_match,(G) Incoming goods are inspected and documented upon delivery,Temperature log not completed for main refrigerator today,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,4,交叉污染防控,O,0,Cross Contamination,4.2.2,text_match,Utensils is properly stored and maintained to prevent contamination,Mold observed on ceiling tiles near ventilation duct,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,4,交叉污染防控,G,-2,Material Storage Location Specification,4.1.2,text_match,Cutting boards and utensils are designated for specific food types,Mold observed on ceiling tiles near ventilation duct,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,5,清洁卫生,L,-1,"Operation Stand, Shelf, Cabinet and Water Sink",5.4.2,text_match,Trash cans are emptied regularly and lids a,Pest trap behind counter not checked in 30+ days,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,6,产品与有效期管理,M,-5,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,6.1.1,text_match,Temperature monitoring devices are installed in a,Freezer temperature reading above -18C acceptable range,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,6,产品与有效期管理,O,0,Expiration Date,6.1.1,text_match,Temperature monitoring devices are installed in all refrigerators and freezers is verified,Cutting board has deep grooves and needs replacement,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.2,text_match,(L) (G) Chemical storage area is separate from food preparation and storage areas,Food items stored directly on floor in dry storage room,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,9,虫害防控,L,-1,Insect Pest Control Facilities & Suppliers,9.2.1,text_match,No signs of insect or rodent activity observed during inspection,Light fixture cover cracked in food prep area,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,11,工作场所安全,M,-5,Workplace Safety,11.1.2,text_match,First aid kit is stocked and ,Cutting board has deep grooves and needs replacement,False
2026-02-15,2026-02,US00010,Union Square,CK-2026-1014,Area food safety Check,97,11,工作场所安全,L,-1,Workplace Safety,11.1.2,text_match,First aid kit is stocked and accessible,Mold observed on ceiling tiles near ventilation duct,False
2026-02-18,2026-02,US00004,Wall Street,CK-2026-1005,Store food safety self-check,83,2,员工健康与个人卫生,L,-1,Disposable Gloves and Blue Bandages,2.3.2,text_match,(L) Disposable gloves are used during food preparation and changed between tasks,Chemical storage bottles not properly labeled with contents,False
2026-02-18,2026-02,US00004,Wall Street,CK-2026-1005,Store food safety self-check,83,4,交叉污染防控,O,0,Avoidance of Falling Foreign Objects,4.2.1,text_match,Materials are stored in designated locations according to specification is verified,Grease trap cleaning overdue per maintenance schedule,False
2026-02-18,2026-02,US00004,Wall Street,CK-2026-1005,Store food safety self-check,83,5,清洁卫生,G,-2,Procedures for Cleaning and Disinfection,5.3.1,text_match,(G) (L) Food processing area is maintained in clean and sanitary condition,Food items stored directly on floor in dry storage room,False
2026-02-18,2026-02,US00004,Wall Street,CK-2026-1005,Store food safety self-check,83,6,产品与有效期管理,G,-2,Operating Specifications,6.2.1,text_match,Product storage conditions meet specifi,Handwashing station missing soap dispenser refill,False
2026-02-18,2026-02,US00004,Wall Street,CK-2026-1005,Store food safety self-check,83,7,设备设施维护,M,-5,Lights,7.2.1,text_match,(M) Lighting fixtures in food preparation areas ar,Personal items found in food preparation area,False
2026-02-18,2026-02,US00004,Wall Street,CK-2026-1005,Store food safety self-check,83,9,虫害防控,G,-2,No pests enter,9.1.1,text_match,(G) (L) Pest control service contract is current with licensed provider,Temperature log not completed for main refrigerator today,False
2026-02-18,2026-02,US00004,Wall Street,CK-2026-1005,Store food safety self-check,83,11,工作场所安全,L,-1,Workplace Safety,11.1.1,text_match,Workplace safety procedures are posted and employees are trained,Employee health certificate expired last month,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,2,员工健康与个人卫生,G,-2,Employees' Health,2.3.1,text_match,Employees wear clean uniforms and proper hair restraints,Handwashing station missing soap dispenser refill,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,2,员工健康与个人卫生,O,0,Employees' Health,2.3.1,text_match,Employees wear clean uniforms and proper hair restraints,Chemical storage bottles not properly labeled with contents,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,4,交叉污染防控,G,-2,Storage/Maintenance of Utensils,4.1.2,text_match,Cutting boards and utensils is designated for specific food types,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,5,清洁卫生,O,0,Trash Cans,5.4.2,text_match,(L) Trash cans are emptied regularly and lids are in working condition,Grease trap cleaning overdue per maintenance schedule,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,6,产品与有效期管理,L,-1,Food,6.1.2,text_match,Temperature logs is completed and recorded at required intervals,Employee health certificate expired last month,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,6,产品与有效期管理,G,-2,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,6.1.1,text_match,Temperature monitoring devices is installed in all refrigerators and freezers,Food items stored directly on floor in dry storage room,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,9,虫害防控,L,-1,No pests enter,9.1.1,text_match,Pest control service contract is current ,No air gap found in plumbing connection under three-compartment sink,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,11,工作场所安全,L,-1,Workplace Safety,11.1.1,text_match,Workplace safety procedures are posted and employees are trained,Grease trap cleaning overdue per maintenance schedule,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,4,交叉污染防控,O,0,Avoidance of Falling Foreign Objects,4.2.1,text_match,Materials is stored in designated locations according to specification,Operating license not displayed in customer visible area,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,5,清洁卫生,G,-2,Equipment and Food Processing Utensils,5.2.1,text_match,Equipment and food processing utensils is cleaned after each use,Chemical storage bottles not properly labeled with contents,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,6,产品与有效期管理,G,-2,Storage and Inventory Transfer of Food,6.4.1,text_match,(G) Unqualified goods are segregated and properly documented is verified,Cutting board has deep grooves and needs replacement,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,6,产品与有效期管理,G,-2,Product Storage Conditions,6.1.2,text_match,(G) Temperature logs are completed and recorded at required intervals,Food storage containers not labeled with preparation date,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,9,虫害防控,L,-1,No pests enter,9.2.1,text_match,(L) No signs of insect or rodent activity observed during inspection is verified,Temperature log not completed for main refrigerator today,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,10,饮用水与管道系统,O,0,Water Filtration Device,10.2.2,text_match,"Grease traps, residue traps and sewer lines are cleaned regularly",Gloves not worn during food preparation observed,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,11,工作场所安全,G,-2,Workplace Safety,11.1.1,text_match,(L) Workplace safety procedures are posted and employees are trained,Personal items found in food preparation area,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,12,门店稽核管理,L,-1,Requirements,12.2.1,text_match,Corrective action records are maintained for all identified issues is verified,Cutting board has deep grooves and needs replacement,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,1,证照文件记录,G,-2,License Documents,1.2.2,text_match,(L) License renewal dates are tracked and updated before expiration,Handwashing station missing soap dispenser refill,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,2,员工健康与个人卫生,G,-2,Employees' Health,2.1.2,text_match,Employee health screening records ,Chemical storage bottles not properly labeled with contents,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,2,员工健康与个人卫生,L,-1,Personal Hygiene,2.1.1,text_match,All food handlers have valid health certificates on file,Freezer temperature reading above -18C acceptable range,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,3,供应商管理,L,-1,Approved Goods,3.1.1,text_match,All food supplies is from approved suppliers on the vendor list,Pest trap behind counter not checked in 30+ days,False
